127.0.0.1 - - [13/Apr/2020:09:45:16 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:39:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:39:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:39:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:39:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:39:37 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 200 862
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:39:37 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:40:30 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 200 862
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:11 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 200 865
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:12 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:20 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:20 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:21 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:21 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:21 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:22 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:23 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:23 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:23 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:23 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:23 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:23 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:23 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:25 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:41:52 +0900] "GET /WebClient/Ex18_.html HTTP/1.1" 200 865
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:44:28 +0900] "GET /WebClient/Ex19_Css_Table_reponseWeb.html HTTP/1.1" 200 3145
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:51:10 +0900] "GET /WebClient/Ex20_Css_Page_layout.html HTTP/1.1" 200 670
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:52:03 +0900] "GET /WebClient/Ex18_Css_Attribute.html HTTP/1.1" 200 3223
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:52:04 +0900] "GET /WebClient/images/btn.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:53:51 +0900] "GET /WebClient/Ex18_Css_Attribute.html HTTP/1.1" 200 3226
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:53:51 +0900] "GET /WebClient/images/%ED%8A%A4%EB%A6%BD.jpg HTTP/1.1" 200 13368
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:55:02 +0900] "GET /WebClient/Ex18_Css_Attribute.html HTTP/1.1" 200 3226
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:55:02 +0900] "GET /WebClient/images/%ED%8A%A4%EB%A6%BD.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:55:14 +0900] "GET /WebClient/Ex18_Css_Attribute.html HTTP/1.1" 200 3222
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:55:15 +0900] "GET /WebClient/images/%ED%8A%A4%EB%A6%BD.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:55:36 +0900] "GET /WebClient/Ex18_Css_Attribute.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:16:55:37 +0900] "GET /WebClient/images/%ED%8A%A4%EB%A6%BD.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:17:22:05 +0900] "GET /WebClient/Ex18_Quiz.html HTTP/1.1" 200 857
0:0:0:0:0:0:0:1 - - [13/Apr/2020:17:23:50 +0900] "GET /WebClient/Ex18_Quiz.html HTTP/1.1" 200 889
0:0:0:0:0:0:0:1 - - [13/Apr/2020:17:24:25 +0900] "GET /WebClient/Ex18_Quiz.html HTTP/1.1" 200 891
0:0:0:0:0:0:0:1 - - [13/Apr/2020:17:25:07 +0900] "GET /WebClient/Ex18_Quiz.html HTTP/1.1" 200 890
0:0:0:0:0:0:0:1 - - [13/Apr/2020:17:26:36 +0900] "GET /WebClient/Ex18_Quiz.html HTTP/1.1" 200 873
0:0:0:0:0:0:0:1 - - [13/Apr/2020:17:27:56 +0900] "GET /WebClient/Ex18_Quiz.html HTTP/1.1" 200 872
0:0:0:0:0:0:0:1 - - [13/Apr/2020:17:29:10 +0900] "GET /WebClient/Ex18_Quiz.html HTTP/1.1" 200 871
0:0:0:0:0:0:0:1 - - [13/Apr/2020:19:24:37 +0900] "GET /WebClient/Ex18_Quiz.html HTTP/1.1" 304 -
